reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appId
6397719e-ddcb-4d8f-84f1-98d6ffce7a57,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Para além de dar sempre problema com os cartões de crédito (nao aceita da MBWay), tem problemas em sincronizar contas no PC com contas no telemóvel, os motoristas raramente atendem o telemóvel (para além de serem muitas vezes números estrangeiros), o número para ligar em caso de problemas é um número em que temos que pagar e por fim, não tem a opção de pagar no local de entrega por multibanco.",2,0,1.180.10002,2019-01-19 00:48:10,,,com.ubercab.eats
31911d37-fb9b-4d58-9d05-e469f672f6c5,Djalmyra Santos,https://play-lh.googleusercontent.com/a-/AOh14GjsJncmqqYAuAiJKu7O2EBIq9SueEHDKnU9vJvGwDw,"App problemático, cheio de erros, não fixa meu endereço, mostra um endereço errado, por mais que eu corrija, volta para o errado. Quando tento entrar pra escolher restaurante, da erro. Perda de tempo e desgaste. Há muito tempo deixei de usa pra fazer pedido em restaurante pela dificuldade e instabilidade. Horrível, Ainda insisti só pra me aborrecer. Chega!",2,2,6.114.10002,2022-06-05 15:26:46,,,com.ubercab.eats
0ccd8d38-a40d-48a2-9b27-39d8646482f4,Ricardo Santos,https://play-lh.googleusercontent.com/a-/AOh14GjjsyP68et1aMoYLyZkaSlzDdnlHIy4vdb1Ril-fA,"Tem funcionado bem, no entanto, julgo que fazem muitas promoções que depois não são aplicáveis ou aos restaurantes que preferimos ou nos produtos preferidos. Menus deveriam ter uma apresentação mais táctil com imagens, em vez de lista. Aplicação lenta e com dificuldade em cumprir prazos estipulados assim como falha no contacto directo com os parceiros, não tendo um método eficaz de resolução na hora de problemas relacionados com entregas",2,16,6.108.10001,2022-04-20 22:59:40,,,com.ubercab.eats
251fb6df-dec7-4595-be4f-a7d47ba498b0,Tayse de Moraes,https://play-lh.googleusercontent.com/a-/AOh14GigvIN0D5Z0FGU2xe-CJ6O9mpFMZR9z5EmOTc4new,"Era o melhor app de delivery, mas agora, não sei por qual razão ao certo, está péssimo, não aparece mais os restaurantes pra ser feito o pedido, agora encaminha pra o app da uber, pra quem quer fazer pedido de mercado, que não é o meu caso, pois quero fazer pedido de restaurante. Enfim, se por acaso voltar ao normal, volto a utilizar o app novamente.",2,2,6.109.10003,2022-05-01 22:08:04,,,com.ubercab.eats
fa06da9f-413d-44a7-b184-611e9ddc7597,Mariza Ortiz,https://play-lh.googleusercontent.com/a/AATXAJwVTT5_cdcwukXtIsXzaiySeQ1xALu4QACXzhUB=mo,"Sempre usei uber desde o início, e minha nota sempre foi 10 p/ uber, meu endereço era acessível continua o mesmo até hj. tudo na mais sta paz.Derrepente quando começou a pandemia, não sou mais cliente VIP, chamo Uber e não vem no meu endereço, quando saio de casa é pego em outro endereço, sempre rola stress com alguns motoristas pelo fato de que o meu endereço é o certo porém o GPS manda pra outro lugar. Hoje eu dou apenas 2 estrelas e acho que ainda é muito pela forma que venho sendo tratada.",2,0,6.106.10002,2022-04-13 13:10:16,,,com.ubercab.eats
2487229e-6552-4174-b855-0fe496afaf0a,daniel bento,https://play-lh.googleusercontent.com/a-/AOh14GhNDRyxBTXOX2z1KzuQs4-PqJorMp5jVI-WWEiYOw,"É vergonhoso ter restaurantes a 10 e a 15 minutos de carro de minha casa, e ter quase todos os restaurantes indisponíveis porque ""supostamente"" vivo muito longe dos estabelecimentos! Uma vergonha!",2,0,6.115.10000,2022-06-09 13:06:19,,,com.ubercab.eats
7a77e7ee-1741-4dea-9e7c-cb16a8dd8f2c,Victoria Arakaki,https://play-lh.googleusercontent.com/a-/AOh14Gh6wmqIUn_v-SUfmnCfZqoP05DG4omy8mV9jYtXwyo,"Aplicativo péssimo, não permite cancelamento pelo cliente e atrasa sempre, isso quando não cancela faltando 15 minutos do horário previsto para receber o pedido. A interface não é prática, trava independente do celular ou conexão com a internet, apenas trava, ou seja, o aplicativo cobra taxa pra tudo e de todos para oferecer uma plataforma ineficaz, um SAC inexistente e não é nem de longe a plataforma mais eficaz em nenhum aspecto. Não vale a pena",2,446,6.96.10002,2022-01-28 00:35:51,,,com.ubercab.eats
20c67cfe-3b3e-4277-ba4f-700fb4e5f21d,Gabriel Teixeira,https://play-lh.googleusercontent.com/a-/AOh14GiKGVvN2-ePBwmUgpNp1qjrnED--G3o4SS8QDC7,app mercenário demais. os preços do restaurante ja sao mais altos pra cobrir taxas e a uber coloca ainda mais taxas em cima com cupons bagaceiros. só uso quando quero pedir subway que é a unica coisa que ainda vale a pena.,2,0,6.108.10001,2022-04-19 01:15:03,,,com.ubercab.eats
e97c6b0c-cc35-4187-85c3-76eea797391f,Marta Pestana,https://play-lh.googleusercontent.com/a-/AOh14GgmCOFg8XFN0uZW7yAg0oXGq2NK593zL6PvBpMR,"Só acho lamentavel a pessoa fazer um pedido, retirarem o dinheiro e depois receber uma notificação a dizer que o pedido foi cancelado. A pala disto ja estão pendentes mais de 100€ na minha conta que demoram em media 1 semana para ser devolvido, mesmo que queira fazer outro pedido ou ir comer em algum lado nao posso porque tenho esse dinheiro pendente. Deveriam de se sertificar primeiro se o restaurante faz ou nao a encomenda e depois retirar o dinheiro ou não consoante a resposta. Caramba!",2,0,6.106.10002,2022-04-08 12:30:47,,,com.ubercab.eats
5eb4f336-c77a-4ab0-9f8e-3fdd32021719,Carla Carvalho,https://play-lh.googleusercontent.com/a-/AOh14Gji0foe1rS84XOnJw3IG6fK_0U0wQbyaM67CuTY,Não consigo fazer um pedido. Eu gostava muito de usar o app mas de fevereiro pra cá não consigo mais pedir o app joga pra uber normal e não consigo pedir comidas ou lanches. Infelizmente terei que desinstalar 🤷🏾‍♀️,2,1,6.106.10002,2022-04-08 15:13:04,,,com.ubercab.eats
200baca5-feb0-48fb-811d-4d7980115b29,Cristiana Rita,https://play-lh.googleusercontent.com/a/AATXAJzX0Qz_DAjVMQVwozm90nnWi3gWU_Aue_k6bg1V=mo,"A aplicação é boa, as pessoas das entregas são super cuidadosas e simpáticas. Porém acho que devia haver mais cupões de desconto, para quem encomenda varias vezes do mesmo restaurante. A taxa de entrega esta cada vez mais caro. Podiam pensar pelo menos em um desconto por x vezes que se encomenda por exemplo. Assim o mais certo e deixa de usar a app, torna-se muito caro um simples lanchinho.",3,52,1.293.10001,2021-02-16 21:09:34,,,com.ubercab.eats
f7182862-01b9-45e5-af5c-729270b09ace,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"A aplicação é muito boa, sim. Mas os preços de entrega de produto são ridiculos. Se uma pessoa quiser pedir algo barato, quase que paga mais no preço de entrega que no produto em si. E sim, eu percebo que tenha de haver um lucro por parte da uber e por parte do distribuidor, mas os preços são excessivamente altos, e não é assim que trazem o ""futuro"" para as grandes massas.",3,24,1.248.10001,2020-04-09 08:37:40,,,com.ubercab.eats
611de166-ca1b-4300-a2ef-7ce9ad9f0143,Mário Viegas,https://play-lh.googleusercontent.com/a-/AOh14Gi41W4767VafyCyCi_cZSGIjXARGAUZG1JqoW_0HQ,"Em 2 anos a aplicação tem vindo a ficar pior, mais confusa e intrusiva. Desde a dificuldade de agendar um pedido para outro horário, bloqueios constantes no seguimento das encomendas: muitas vezes os estafetas estão a tocar à campainha e aparecem como estando parados a meio do percurso. O sistema está a esconder cada vez mais a opção de remoção dos artigos comprados no carrinho. As constantes desprogramações, da morada inserida, quando se entra na aplicação. Bem como do Spam recebido.",3,176,6.109.10003,2022-04-29 21:17:39,,,com.ubercab.eats
316d4cd8-6f6d-4be0-b12c-c872907d0328,Rubina Quintal,https://play-lh.googleusercontent.com/a-/AOh14GgU8MdOj_sny5MC9wwI8NX8l-QWcK62ceCt69tN,"A app em si é boa mas há muitos erros: Quando faço logout da minha conta para entrar na do meu namorado, por exemplo, a app simplesmente sai da conta dele automaticamente e volta ao ecrã inicial. Pra tentar entrar noutra conta tenho de desinstalar e voltar a instalar, sempre. Porquê que para EXATAMENTE a mesma morada (mesmo apartamento) o envio varia de preço consoante a conta. Por exemplo, o mesmo sítio para mim é 0.70€ a taxa e para outra pessoa 3.70€ ou 4.20€.",3,13,6.111.10005,2022-05-16 20:51:31,,,com.ubercab.eats
6d5aee47-2469-4ff1-8119-adfe30582a31,Alex Siqueira,https://play-lh.googleusercontent.com/a-/AOh14GiNmLho9IJdj8KVB5bdRMsh_y4mxzyac4tY9szJ5R0,"Tela de carregamento infinita. Já usei bastante o uber eats, achava muito bom. Até que eu me mudei e não entregavam na minha nova localização. Comecei a usar outros apps de delivery. Depois de uns meses baixei novamente, mas agora nem sequer consigo entrar, a tela de carregamento de endereço só carrega e carrega. Não é uma reclamação, é uma despedida.",3,3,6.110.10002,2022-05-07 23:15:28,,,com.ubercab.eats
a1d8249d-318a-4455-83e7-f375f5ab3e28,Marcio Milagre,https://play-lh.googleusercontent.com/a-/AOh14GjhyxLHm8_BPRXY8vRHukbNd7dY_wETNORRMvxzrQ,"Sou cliente da APP mas para mim há uns pormenores que devem ser reparados! Não existe uma opção, ou um email, para fazer uma reclamação... Por exemplo hoje o pedido demorou praticamente quase uma hora, da hora mais tardia prevista de chegada! Se eu estivesse à espera no restaurante tinha-me ido embora... Já pra não falar dos estafetas, nada contra, mas eu faço pedido na UberEats e vem um estafeta do Restaurante! Ou às vezes até de outras plataformas vem fazer entregas! 🤦🤷",3,7,6.107.10001,2022-04-16 15:36:06,,,com.ubercab.eats
5a9a518c-85be-474c-9e19-90c72e573d72,Fernando Lopes,https://play-lh.googleusercontent.com/a-/AOh14Gi0vNNGoPWdCrYKy-i1m9H1KRNR-41vsBntmlh9,O Uber eats podia utilizar o GPS do smartphone para quando pedimos de lugares diferentes . Porque temos que sempre escrever um endereço novo de lugares diferentes para quem nunca está no mesmo sítio todos os dias,3,0,6.113.10004,2022-06-03 18:41:10,,,com.ubercab.eats
57ee9df2-57b3-4f27-9a08-17afa48f1809,Ketllen Antunes,https://play-lh.googleusercontent.com/a/AATXAJwKlfSx9_d6mCTCJj0H2vAvRYBk81860XSEHCsV=mo,"Já que vão focar em supermercados, poderiam adicionar como forma de pagamento o cartão vale alimentação! O único motivo de eu não comprar pelo app é esse. O cartão vale alimentação é específico pra supermercados, pessoalmente, passa em todos os estabelecimentos listados na Uber. Mas com a opção só de cartão de crédito fica inviável. O Bretas, por exemplo, dá a opção de pagar na entrega, o entregador traz a maquininha e a gente passa o vale.",3,126,6.102.10002,2022-03-09 01:00:44,"Hi Ketllen! We apologize for the inconvenience caused to you, we will fix this for you. Please fill in your details here: https://bit.ly/343HNsE and write to us at business-support@uber.com We shall get back to you at the earliest.",2022-03-09 10:28:55,com.ubercab.eats
c55a21f7-9e42-4419-a9f5-974a6ee42f53,Sara Lopes,https://play-lh.googleusercontent.com/a-/AOh14Ggq8GOqzq1h-_FL8bmRYI8czHHpRGB4AQub8JCbNA,"A aplicação tem muitos problemas, muitos erros com pagamentos e etc. Poderia melhorar a aplicação, já deixei de encomendar apenas porque a aplicação não me permitiu pedir.",3,0,6.108.10001,2022-04-24 16:38:58,,,com.ubercab.eats
b77751fe-6203-428e-9b32-4744880bc86e,Thaina Fernandes,https://play-lh.googleusercontent.com/a/AATXAJyG2gerxiAjbotp8zzs3o-EfWBIHn8n1c4vAaXW=mo,Mando vir quase todos os dias comida. Ate usufruia dos vouchers que me mandam por email mas é impossível pq sao sempre ilegíveis na app. Faz falta mais atenção a quem usa tanto a app.,3,0,6.107.10001,2022-04-18 16:21:24,"Hi Thaina! We apologize for the inconvenience caused to you, we will fix this for you. Please fill in your details here: https://bit.ly/343HNsE and write to us at business-support@uber.com We shall get back to you at the earliest.",2022-04-22 12:46:56,com.ubercab.eats
b1f97c1a-1b73-4488-92be-cac0c6f5078f,Mariana Braga,https://play-lh.googleusercontent.com/a-/AOh14GifB_tp5TUDNY3TWFfAv_dCqvha-vMDrXMhORdCUA,"Numa altura de pandemia acho uma ótima opção e segura! Parece-me ser uma aplicação acreditada e de confiança. Contudo considero algumas taxas excessivas, chega a tornar-se impeditivo de pedir mais vezes ou determinados restaurantes por causa disso. É apelativa, mas de vez em quando tem quebras/falhas no sistema que não me permite dar a gratificação aos estafetas.",4,28,1.290.10004,2021-02-01 15:01:15,,,com.ubercab.eats
9d72eac2-5ecc-4bf9-9f85-6c70deca5d12,Filipe Carvalho,https://play-lh.googleusercontent.com/a-/AOh14GgNgMk_zaZfImJsH_vaQLzjvVYS2gQHHlIj57Ia,"Já tenho encomendado várias vezes refeições e muitas vezes corre bem. No entanto já numa ocasião a encomenda foi cancelada sem explicação adicional. Outras vezes os restaurantes de onde tinha encomendado não estão disponíveis, estando abertos. O motor de busca é frustrante pois mostra tudo, se não houver o prete dido (por exemplo ""mexicano"": mostra em primeiro lugar os 2 que existem para a zona, mas seguidamente todosnos outros restaurantes por ordem aleatória; se estes não estiverem disponíveis, mostra só restaurantes ao calhas). Hoje encomendei o jantar, cuja previsão de entrega foi sendo sucessivamente adiada perto da hora de entrega, acrescentanto dois ou três minutos de cada vez, até se passar bem mais de uma hora. Não há qualquer hipótese de esclarecer a situação com ninguém, só respostas automatizadas e impessoais que não resolvem a situação. Foi, muito provavelmente, a última vez que encomendo com a Uber Eats",4,4,6.61.10003,2021-06-25 19:07:04,,,com.ubercab.eats
32fd6b01-5560-460a-815b-735bd5c0db3c,Vera Morais,https://play-lh.googleusercontent.com/a/AATXAJwrbx4qLVkUR0yFfC7rz6irXDWXkSuXlvpQkgyi=mo,"A APP está muito intuitiva e os serviços por norma correm bem. Só não dou 5 estrelas, porque alno único pedido que não me foi entregue a resolução do problema podia ser mais facilitada. Mas no fim acabei por ser reembolsada na hora seguinte, portanto não houve problema. Ainda assim considero que o processo poderia ter sido mais ágil por parte da app.",4,1,6.114.10002,2022-06-03 13:28:23,,,com.ubercab.eats
c9d32465-9197-42f4-bfa8-aad198b0969e,Érica Valério,https://play-lh.googleusercontent.com/a-/AOh14GhkdTIvAaLiSf_aCqWvsXbZdOGd7t1K0KOJHPtxeA,"Por vezes as comidas vêm frias, ou como já me avonteceu várias vezes, em que peço bebida de 1 restaurante mas lá só aparece 1 sumo de opção, então eu meto nas observações para me trazem por exemplo 1 ice tea em vez de coca cola e só 1 vez é que leram as Observações e trouxeram certo, além de que muitas vezes levam 1h a trazer 1 pedido. Tirando essas situações, as pessoas do atendimento são sempre simpáticas e sei que a culpa às vezes é dos restaurantes por isso que vou dar 4 estrelas",4,0,6.115.10000,2022-06-16 15:08:11,,,com.ubercab.eats
7b39dda4-97bc-42b7-9ee2-9f3781cbfb4d,Valter Castro,https://play-lh.googleusercontent.com/a-/AOh14GgXwOYxqiOGTNUk9TjuBEylwkkwL-JPodt-8Mi1lw,"Aplicação funciona bem no geral, tem alguns erros quando se tenta alterar pedidos antes de finalizar ou quando se faz classificações ou altera gratificações. No geral funciona bem.",4,0,6.114.10002,2022-06-07 21:52:31,,,com.ubercab.eats
3fab4af0-3cc8-46b4-95e4-b396e63adff7,Elisabete Santos,https://play-lh.googleusercontent.com/a-/AOh14Ggsenl0PMZRgC9hc1KYjTnaaS2rvc4A9pLy1ucF,Tive um problema de uma entrega nao efetuada mas a equipe da Uber nem demorou muito tempo a devolver o dinheiro. Ultimamente não têm cumprido os horários de entregas.,4,0,6.113.10004,2022-05-27 12:26:22,,,com.ubercab.eats
c688e453-9b6e-469d-9a9a-db3ebfa22086,Tânia Gomes,https://play-lh.googleusercontent.com/a-/AOh14GjW6VsLFPM-Q7A-2RzpixUnq45Ty9RMeDhou2kcgA,"Utilizadora frequente considero a app ótima para quem trabalha fora de horas, apenas dou nota que podiam acrescentar como modo de pagamento ""a dinheiro"".",4,0,6.113.10004,2022-05-29 19:35:11,,,com.ubercab.eats
d93d92bb-2d8f-4019-a566-5af18a43cd97,Dj Tilulu,https://play-lh.googleusercontent.com/a/AATXAJyXCcoY3SzRuYkeZI9C9idBQSMR08CoHau-Okl5=mo,"Muitas taxas de serviço. As promocoes fingem ser boas, mas que no final com as ficam praticamente o mesmo preço original do produto. Dão com uma mão e tiram com a outra.",4,0,6.112.10003,2022-05-22 14:29:07,,,com.ubercab.eats
b40e02cf-06be-4f39-9dc7-b9bb339ca780,Lz Santos,https://play-lh.googleusercontent.com/a-/AOh14GigAgaatFEaAdM6_w7romR9IFDN64VyRkpGKxN_,Sempre sem problemas. Só não leva 5 estrelas p dificuldade em usar cartões de refeição. Prefiro acompanhar entrega c mapa a indicar onde se encontra o estafeta pois a minha morada não é fácil e caso se enganem vejo logo e envio mensagem c indicação.,4,1,6.110.10001,2022-05-08 21:50:20,,,com.ubercab.eats
cd5869a3-15ab-41a7-9977-a892f53c81ef,Ana Nascimento,https://play-lh.googleusercontent.com/a/AATXAJy0R2Sgt_k44Xj4roZcC0CVlXfx_BUx5bZWet04=mo,Boa app. Funciona lindamente quer em casa quer no local de trabalho. O único ponto negativo são as entregas dos estabelecimentos que não utilizam o transporte da uber,4,0,6.109.10003,2022-04-27 20:07:32,,,com.ubercab.eats
64cb1422-818a-4df1-ac90-cffb327cb74b,Laura Neves,https://play-lh.googleusercontent.com/a-/AOh14GhxQgpgKOptlv8Y2NO2c-4mBoIu7gTygZd9ujZI1S8,"O app em si é bem intuitivo, bem fácil de usar. A praticidade de ter boas opções de comida com entrega planejada e um bom preço também é ótima. Super recomendo.",5,0,6.113.10004,2022-05-27 22:49:10,,,com.ubercab.eats
969891a5-d0af-4bae-bf07-fa40776ca57d,Robson Chan,https://play-lh.googleusercontent.com/a-/AOh14Gibk2CUVlGJ21nmnbw6mIl_XGe9OXVU72xIndxRlmU,"Estou acostumado a usar o app muito. Inconvenientes acontecem mas o suporte consegue ser eficiente e preciso. Porem, agora não da pra pedir mais nada pelo uber eaats, ele fica mandadno pro uber normal por causa da nova funcionalidade mas é super diselegante. Simplesmente não consigo pedir comida num app de comida.",5,5,6.106.10002,2022-04-07 15:09:40,,,com.ubercab.eats
3adef0b2-ce07-44a6-b18f-82632202279b,Malu Netto,https://play-lh.googleusercontent.com/a-/AOh14Gi7v89J3xRbo_ZFxnnQC64yDx-qHGvtPqW0aIynmw,"Excelente o acompanhamento dos perdidos! Boas experiências com os restaurantes até o mês passado. Agora não consigo mais usar, fica travado na indicação para usar o Cornershop e não há como sair dali. Até tentei desinstalar e reinstalar e está igual. Lamentável...",5,7,6.106.10002,2022-04-05 21:43:57,,,com.ubercab.eats
e0e24e08-eaf9-4b2f-9fad-898df5550f05,Cristina Alexandra Vasconcelos,https://play-lh.googleusercontent.com/a-/AOh14GgTckTYDjz6yqnOKMR0RZz0xRCLbyp8fKLz_QA4QA,De longe a melhor aplicação para pedir comida! Sempre pontuais e rápidos!! A aplicação também têm sempre promoções para os clientes. 5 estrelas!!,5,0,6.116.10002,2022-06-13 19:17:56,,,com.ubercab.eats
3044ca28-f3df-4725-bc85-007efcd0fa82,UK Paradise,https://play-lh.googleusercontent.com/a-/AOh14GhvEzQUHU2oB8tStzVQes6pW4l8EoeLcMHl4k1GUA,"Uso toda semana, há mais de 2 anos, nunca tive problemas. Entregadores totalmente profissionais e eficientes na entrega. Gostaria de receber cupons de desconto para Fast food. :/ Nunca recebi.",5,0,6.111.10005,2022-05-13 19:46:44,,,com.ubercab.eats
512efafe-7600-4f98-859d-d2901d8259d2,Nicha Santos,https://play-lh.googleusercontent.com/a-/AOh14Gi_Ey1762XZ2pMPTCU92YkmZh06AXk0ZgH3ulA8,"O serviço é bom, raras excepções em que a entrega demorou e a comida chegou fria, mas acontece. De resto a experiência é boa por isso continuo a utilizar",5,0,6.109.10003,2022-04-30 13:37:10,,,com.ubercab.eats
dda6881e-6afd-4986-bbf4-0a6b46044d45,Jeferson Lima,https://play-lh.googleusercontent.com/a-/AOh14GjVjcwjf1hSfWb6pDOkwaVvtXiTnjdMihxqaLYu2g,"Aplicativo muito fácil de utilizar com taxas interessantes e com integrações com outros apps da Uber (a exemplo da Cornershop de entrega de mercados) o que é muito bom já que facilita a navegação entre os apps. Uma pena que em breve vai perder a função de entrega de restaurantes :/ porém por continuar tendo a função mercado e agora possibilitar a entrega de itens ""não comestíveis"" (papelaria, farmácia, etc...), a experiência ainda é muito boa.",5,326,6.99.10002,2022-02-18 23:18:50,,,com.ubercab.eats
714ad447-58d8-4a2b-9ad0-7569502c7b26,Nicolas Ferreira,https://play-lh.googleusercontent.com/a-/AOh14GjvGCbMqWRh_owuEOS9XShMB8rSMQNmIqbbOV-cvg,"Para aqueles que estão com problemas em acesar o app do UberEats saibam que, UberEats encerrou os serviços do Brasil dia 07 de Janeiro de 2022, sim, até eu nem sabia, pensei o mesmo de vocês, que o app estava com problemas no app, mas não, realmente o UberEats fechou os serviços no Brasil. Foi bom usar o UberEats por alguns anos.",5,1230,6.102.10002,2022-05-29 22:20:48,,,com.ubercab.eats
